Name,Age,Email,Phone,Discipline,Highest Qualification,Work Experience,Research Works
Tejas Roy,32,naiduchatresh@example.net,1628288189,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,7 years at Indian Meteorological Department,Climate Modeling; Meteorology; Environmental Science
Bina Gill,33,vrishti18@example.net,+915846859102,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,9 years at DRDO,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Samesh Khosla,59,wbarman@example.org,1374190365,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,5 years in polymer research,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Charita Sandhu,47,bsant@example.net,6928873020,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,4 years at Indian Oil Corporation,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Aishani Gara,62,chanderyashvi@example.com,5922801933,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,5 years at Tata Motors,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Barkha Ganguly,63,jperi@example.com,02988094460,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,5 years at DRDO in cryptography,Mathematical Modelling; Cryptography; Applied Statistics
Deepa Jain,61,deeparaja@example.net,+919778742370,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,5 years in polymer research,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Bishakha Thaker,45,siya20@example.org,+910830333353,Physics,PhD in Physics; Master's Degree in Applied Physics,4 years in nanotechnology research,Solid State Physics; Quantum Mechanics; Nanotechnology
Krishna Talwar,62,bawaekbal@example.net,4561215892,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,4 years at Indian Oil Corporation,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Avni Sathe,53,pbhat@example.net,01137363467,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,4 years in automation industry,Control Systems; Instrumentation and Measurement; Process Automation
Chaitaly Muni,46,gaurivarghese@example.org,+919756198058,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,5 years at DRDO in oceanography research,Ocean Currents; Marine Ecosystems; Coastal Engineering
Qadim Sahni,42,jasmit50@example.org,06924019962,Geology,PhD in Geology; Master's Degree in Applied Geology,9 years at Geological Survey of India,Petroleum Geology; Mineralogy; Geotechnical Engineering
Vasudha Saha,34,balasubramanianamruta@example.net,+917760870850,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,10 years at DRDO,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Yachana Jaggi,30,hardikbrar@example.org,5191019270,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,5 years at Siemens,Power Electronics; Renewable Energy Systems; Smart Grids
Wriddhish Dhaliwal,47,vansha26@example.net,+912221176559,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,5 years in polymer research,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Rishi Sibal,32,ranamohammed@example.net,+912891496808,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,8 years at DRDO,Control Systems; Instrumentation and Measurement; Process Automation
Indrajit Goda,67,banand@example.org,03925127529,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,5 years at DRDO in cryptography,Mathematical Modelling; Cryptography; Applied Statistics
Ansh Batta,58,osaxena@example.net,+910633388939,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,4 years in data science,Mathematical Modelling; Cryptography; Applied Statistics
Eiravati Nori,68,deshmukhmegha@example.net,+919227599847,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,5 years at Tata Motors,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Aarav De,41,balendrabalasubramanian@example.org,9600634205,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,4 years at Tata Steel,Nanomaterials; Composite Materials; Metallurgy
Pranav Narayan,37,champak45@example.org,8219260325,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,6 years as a professor in IIT,Mathematical Modelling; Cryptography; Applied Statistics
Abeer Deol,38,rsoman@example.net,03461727327,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,4 years at Reliance Industries,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Nimrat Baria,52,adya85@example.org,02032799417,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,8 years at DRDO,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Nilima Sethi,34,meera22@example.org,2011181743,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,6 years as a professor in IIT,Mathematical Modelling; Cryptography; Applied Statistics
Ranveer Bhavsar,39,lilalal@example.net,5470317460,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,6 years at DRDO,Power Electronics; Renewable Energy Systems; Smart Grids
Ira Goda,39,nathaniel69@example.org,08040121272,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,7 years at DRDO,Nanomaterials; Composite Materials; Metallurgy
Bhavna Grover,54,krishnanxalak@example.net,+916637044760,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,4 years as a clinical psychologist,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Ranveer Bedi,52,ojasvisidhu@example.com,+911861594813,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,4 years in data science,Mathematical Modelling; Cryptography; Applied Statistics
Tristan Bail,45,ehegde@example.org,07946771399,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,4 years in environmental consulting,Climate Modeling; Meteorology; Environmental Science
Warda Saraf,44,chowdhurychakrika@example.com,+912640533341,Geology,PhD in Geology; Master's Degree in Applied Geology,4 years at DRDO in geotechnical engineering,Petroleum Geology; Mineralogy; Geotechnical Engineering
Forum Naik,54,jasmitbhargava@example.net,04130981064,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,4 years in automation industry,Control Systems; Instrumentation and Measurement; Process Automation
Vrinda Mann,38,chadanathaniel@example.net,0731802659,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,3 years at a leading telecommunications company,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Krish Choudhry,57,skota@example.net,9116966213,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,7 years at Indian Meteorological Department,Climate Modeling; Meteorology; Environmental Science
Ganga Srivastava,53,bchander@example.org,4097527144,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,5 years in the semiconductor industry,Nanomaterials; Composite Materials; Metallurgy
Teerth Varkey,70,svyas@example.com,+918457784216,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,5 years at Siemens,Power Electronics; Renewable Energy Systems; Smart Grids
Chaitaly Swamy,31,mallkavya@example.org,07844040172,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,7 years at DRDO,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Lohit Sarin,56,salvizashil@example.com,09719309133,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,5 years at DRDO in oceanography research,Ocean Currents; Marine Ecosystems; Coastal Engineering
Yadavi Sarin,43,dhingraira@example.net,+917276021708,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,7 years at DRDO in cognitive psychology research,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Laban Sane,32,hiral58@example.com,03599058480,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,8 years at DRDO,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Balendra Biswas,59,akhatri@example.com,5359518949,Physics,PhD in Physics; Master's Degree in Applied Physics,4 years in nanotechnology research,Solid State Physics; Quantum Mechanics; Nanotechnology
Geetika Saraf,56,narayanancharles@example.net,06765710995,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,9 years at DRDO,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Yug Comar,43,sethiwarda@example.net,1064075300,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,4 years at DRDO in AI and cybersecurity,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Theodore Kota,30,vshanker@example.net,+912778594832,Physics,PhD in Physics; Master's Degree in Applied Physics,7 years at DRDO in material science,Solid State Physics; Quantum Mechanics; Nanotechnology
Matthew Raghavan,31,pillaygayathri@example.com,+919945085359,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,5 years in polymer research,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Ojas Oza,47,kchakrabarti@example.net,07287080573,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,5 years in automotive industry,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Teerth D�Alia,47,ravikashvi@example.net,04785482789,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,7 years at Indian Meteorological Department,Climate Modeling; Meteorology; Environmental Science
Samesh Naik,31,kashvi99@example.com,05594559633,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,7 years at DRDO,Nanomaterials; Composite Materials; Metallurgy
Siddharth Bobal,38,aachalvirk@example.org,+919074987800,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,5 years at Siemens,Power Electronics; Renewable Energy Systems; Smart Grids
Reyansh Anand,54,hchatterjee@example.org,07292562363,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,8 years at DRDO in materials research,Ceramic Materials; High-Temperature Materials; Glass Science
Sara Kota,61,chanapraneel@example.com,+918998391280,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,7 years at DRDO,Aerodynamics; Aircraft Design; Aerospace Propulsion
Vanya Bumb,60,yadavdamyanti@example.net,8133082936,Physics,PhD in Physics; Master's Degree in Applied Physics,4 years in nanotechnology research,Solid State Physics; Quantum Mechanics; Nanotechnology
Kabir Rau,48,advika42@example.org,07466616170,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,7 years at Indian Meteorological Department,Climate Modeling; Meteorology; Environmental Science
Charita Deol,44,ylal@example.net,06364456075,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,5 years at TCS,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Maanav Balakrishnan,30,ryohannan@example.org,02109998487,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,4 years at Reliance Industries,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Wridesh Palla,40,kabir72@example.com,00821979466,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,10 years at DRDO,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Oliver Panchal,57,kseshadri@example.net,+911601071488,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,3 years at a leading telecommunications company,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Keya Kata,47,ddass@example.net,2716649240,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,5 years at Bharat Electronics Limited,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Fariq Jayaraman,58,mghose@example.net,05294088737,Geology,PhD in Geology; Master's Degree in Applied Geology,4 years at DRDO in geotechnical engineering,Petroleum Geology; Mineralogy; Geotechnical Engineering
Meera Sama,33,wbanerjee@example.org,+910417495202,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,5 years in the semiconductor industry,Nanomaterials; Composite Materials; Metallurgy
Eshana Shanker,39,zkaur@example.org,0692796986,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,4 years as a clinical psychologist,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
